Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-02 23:00:00,Italy,North Italy,IT-NO,312.92,387.63,34.04,30.85,entsoe.eu,false,
2021-01-03 00:00:00,Italy,North Italy,IT-NO,298.35,377.24,37.87,35.59,entsoe.eu,false,
2021-01-03 01:00:00,Italy,North Italy,IT-NO,291.62,371.41,40.05,37.65,entsoe.eu,false,
2021-01-03 02:00:00,Italy,North Italy,IT-NO,304.61,383.93,37.27,35.16,entsoe.eu,false,
2021-01-03 03:00:00,Italy,North Italy,IT-NO,313.22,390.28,35.43,33.45,entsoe.eu,false,
2021-01-03 04:00:00,Italy,North Italy,IT-NO,316.6,392.28,34.86,32.76,entsoe.eu,false,
2021-01-03 05:00:00,Italy,North Italy,IT-NO,307.01,383.51,37.19,33.47,entsoe.eu,false,
2021-01-03 06:00:00,Italy,North Italy,IT-NO,283.1,350.38,42.92,34.32,entsoe.eu,false,
2021-01-03 07:00:00,Italy,North Italy,IT-NO,266.27,333.23,47.17,37.13,entsoe.eu,false,
2021-01-03 08:00:00,Italy,North Italy,IT-NO,264.73,334.1,45.95,37.41,entsoe.eu,false,
2021-01-03 09:00:00,Italy,North Italy,IT-NO,257.65,331.27,45.67,40.32,entsoe.eu,false,
2021-01-03 10:00:00,Italy,North Italy,IT-NO,262.42,338.51,43.9,40.68,entsoe.eu,false,
2021-01-03 11:00:00,Italy,North Italy,IT-NO,269.37,347.86,42.18,40.29,entsoe.eu,false,
2021-01-03 12:00:00,Italy,North Italy,IT-NO,277.78,355.69,40.91,38.53,entsoe.eu,false,
2021-01-03 13:00:00,Italy,North Italy,IT-NO,265.48,337.16,44.76,38.19,entsoe.eu,false,
2021-01-03 14:00:00,Italy,North Italy,IT-NO,280.87,356.24,41.4,33.47,entsoe.eu,false,
2021-01-03 15:00:00,Italy,North Italy,IT-NO,268.82,344.04,44.13,35.38,entsoe.eu,false,
2021-01-03 16:00:00,Italy,North Italy,IT-NO,261.63,330.88,46.78,35.33,entsoe.eu,false,
2021-01-03 17:00:00,Italy,North Italy,IT-NO,255.63,320.4,50.03,40.1,entsoe.eu,false,
2021-01-03 18:00:00,Italy,North Italy,IT-NO,275.7,341.06,50.32,43.88,entsoe.eu,false,
2021-01-03 19:00:00,Italy,North Italy,IT-NO,271.38,340.71,48.35,41.55,entsoe.eu,false,
2021-01-03 20:00:00,Italy,North Italy,IT-NO,266.12,336.82,45.54,36.45,entsoe.eu,false,
2021-01-03 21:00:00,Italy,North Italy,IT-NO,294.79,372.69,38.66,33.81,entsoe.eu,false,
2021-01-03 22:00:00,Italy,North Italy,IT-NO,309.36,390.69,34.32,32.7,entsoe.eu,false,
2021-01-03 23:00:00,Italy,North Italy,IT-NO,315.04,399.66,32.56,30.64,entsoe.eu,false,
2021-01-04 00:00:00,Italy,North Italy,IT-NO,325.23,404.99,31.06,28.97,entsoe.eu,false,
2021-01-04 01:00:00,Italy,North Italy,IT-NO,332.38,412.42,30.46,28.23,entsoe.eu,false,
2021-01-04 02:00:00,Italy,North Italy,IT-NO,322.33,398.54,33.62,29.51,entsoe.eu,false,
2021-01-04 03:00:00,Italy,North Italy,IT-NO,325.07,402.49,33.22,29.89,entsoe.eu,false,
2021-01-04 04:00:00,Italy,North Italy,IT-NO,319.32,398.21,34.07,29.54,entsoe.eu,false,
2021-01-04 05:00:00,Italy,North Italy,IT-NO,295.49,368.88,39.54,31.38,entsoe.eu,false,
2021-01-04 06:00:00,Italy,North Italy,IT-NO,309.29,386.33,38.77,34.17,entsoe.eu,false,
2021-01-04 07:00:00,Italy,North Italy,IT-NO,278.76,352.71,42.67,37.32,entsoe.eu,false,
2021-01-04 08:00:00,Italy,North Italy,IT-NO,284.18,356.32,44.88,42.56,entsoe.eu,false,
2021-01-04 09:00:00,Italy,North Italy,IT-NO,293.14,368.67,41.81,39.88,entsoe.eu,false,
2021-01-04 10:00:00,Italy,North Italy,IT-NO,297.24,376.29,39.08,37.49,entsoe.eu,false,
2021-01-04 11:00:00,Italy,North Italy,IT-NO,296.27,374.62,38.95,37.3,entsoe.eu,false,
2021-01-04 12:00:00,Italy,North Italy,IT-NO,299.04,377.0,38.02,36.49,entsoe.eu,false,
2021-01-04 13:00:00,Italy,North Italy,IT-NO,294.93,372.86,37.67,33.83,entsoe.eu,false,
2021-01-04 14:00:00,Italy,North Italy,IT-NO,295.79,373.29,38.07,34.17,entsoe.eu,false,
2021-01-04 15:00:00,Italy,North Italy,IT-NO,292.97,367.9,40.27,35.02,entsoe.eu,false,
2021-01-04 16:00:00,Italy,North Italy,IT-NO,285.04,360.78,41.67,36.68,entsoe.eu,false,
2021-01-04 17:00:00,Italy,North Italy,IT-NO,286.96,360.89,42.09,38.72,entsoe.eu,false,
2021-01-04 18:00:00,Italy,North Italy,IT-NO,287.98,363.84,40.52,36.75,entsoe.eu,false,
2021-01-04 19:00:00,Italy,North Italy,IT-NO,297.8,377.17,37.74,34.95,entsoe.eu,false,
2021-01-04 20:00:00,Italy,North Italy,IT-NO,309.53,389.8,34.28,30.07,entsoe.eu,false,
2021-01-04 21:00:00,Italy,North Italy,IT-NO,321.85,403.66,31.29,28.01,entsoe.eu,false,
2021-01-04 22:00:00,Italy,North Italy,IT-NO,329.9,415.1,29.38,26.8,entsoe.eu,false,
2021-01-04 23:00:00,Italy,North Italy,IT-NO,344.08,431.42,26.36,24.83,entsoe.eu,false,
2021-01-05 00:00:00,Italy,North Italy,IT-NO,341.97,429.51,27.59,25.88,entsoe.eu,false,
2021-01-05 01:00:00,Italy,North Italy,IT-NO,338.81,427.45,28.77,27.02,entsoe.eu,false,
2021-01-05 02:00:00,Italy,North Italy,IT-NO,339.68,425.14,28.84,26.93,entsoe.eu,false,
2021-01-05 03:00:00,Italy,North Italy,IT-NO,345.04,430.34,27.19,25.52,entsoe.eu,false,
2021-01-05 04:00:00,Italy,North Italy,IT-NO,339.49,423.12,28.85,25.72,entsoe.eu,false,
2021-01-05 05:00:00,Italy,North Italy,IT-NO,336.2,424.62,28.67,25.64,entsoe.eu,false,
2021-01-05 06:00:00,Italy,North Italy,IT-NO,325.1,410.72,31.46,28.99,entsoe.eu,false,
2021-01-05 07:00:00,Italy,North Italy,IT-NO,304.38,385.28,35.87,33.19,entsoe.eu,false,
2021-01-05 08:00:00,Italy,North Italy,IT-NO,298.49,378.73,38.11,35.84,entsoe.eu,false,
2021-01-05 09:00:00,Italy,North Italy,IT-NO,298.62,378.6,37.78,35.78,entsoe.eu,false,
2021-01-05 10:00:00,Italy,North Italy,IT-NO,295.35,375.11,37.88,35.65,entsoe.eu,false,
2021-01-05 11:00:00,Italy,North Italy,IT-NO,300.33,380.56,37.69,36.29,entsoe.eu,false,
2021-01-05 12:00:00,Italy,North Italy,IT-NO,306.67,389.56,35.13,33.86,entsoe.eu,false,
2021-01-05 13:00:00,Italy,North Italy,IT-NO,301.95,384.98,34.59,31.96,entsoe.eu,false,
2021-01-05 14:00:00,Italy,North Italy,IT-NO,302.56,385.74,35.69,33.24,entsoe.eu,false,
2021-01-05 15:00:00,Italy,North Italy,IT-NO,299.22,381.42,35.84,33.01,entsoe.eu,false,
2021-01-05 16:00:00,Italy,North Italy,IT-NO,292.41,370.93,38.92,36.64,entsoe.eu,false,
2021-01-05 17:00:00,Italy,North Italy,IT-NO,291.46,370.34,38.59,36.09,entsoe.eu,false,
2021-01-05 18:00:00,Italy,North Italy,IT-NO,296.7,376.29,37.41,34.66,entsoe.eu,false,
2021-01-05 19:00:00,Italy,North Italy,IT-NO,308.9,391.85,34.45,32.83,entsoe.eu,false,
2021-01-05 20:00:00,Italy,North Italy,IT-NO,319.51,402.82,32.53,30.21,entsoe.eu,false,
2021-01-05 21:00:00,Italy,North Italy,IT-NO,331.19,417.31,29.01,26.91,entsoe.eu,false,
2021-01-05 22:00:00,Italy,North Italy,IT-NO,327.59,414.51,29.58,28.08,entsoe.eu,false,
2021-01-05 23:00:00,Italy,North Italy,IT-NO,331.23,418.78,28.92,27.69,entsoe.eu,false,
2021-01-06 00:00:00,Italy,North Italy,IT-NO,330.94,418.76,28.9,27.73,entsoe.eu,false,
2021-01-06 01:00:00,Italy,North Italy,IT-NO,334.12,421.86,28.48,27.3,entsoe.eu,false,
2021-01-06 02:00:00,Italy,North Italy,IT-NO,335.33,424.54,28.48,27.32,entsoe.eu,false,
2021-01-06 03:00:00,Italy,North Italy,IT-NO,344.95,435.43,26.23,25.03,entsoe.eu,false,
2021-01-06 04:00:00,Italy,North Italy,IT-NO,348.4,440.02,25.54,24.5,entsoe.eu,false,
2021-01-06 05:00:00,Italy,North Italy,IT-NO,343.67,434.92,25.69,24.75,entsoe.eu,false,
2021-01-06 06:00:00,Italy,North Italy,IT-NO,335.57,426.27,27.37,26.56,entsoe.eu,false,
2021-01-06 07:00:00,Italy,North Italy,IT-NO,328.99,417.56,29.12,28.2,entsoe.eu,false,
2021-01-06 08:00:00,Italy,North Italy,IT-NO,319.45,408.54,30.95,30.31,entsoe.eu,false,
2021-01-06 09:00:00,Italy,North Italy,IT-NO,313.27,402.66,31.46,31.08,entsoe.eu,false,
2021-01-06 10:00:00,Italy,North Italy,IT-NO,313.37,402.27,31.99,31.68,entsoe.eu,false,
2021-01-06 11:00:00,Italy,North Italy,IT-NO,312.87,396.99,34.3,33.68,entsoe.eu,false,
2021-01-06 12:00:00,Italy,North Italy,IT-NO,310.84,394.5,35.11,34.5,entsoe.eu,false,
2021-01-06 13:00:00,Italy,North Italy,IT-NO,313.02,400.76,31.34,30.69,entsoe.eu,false,
2021-01-06 14:00:00,Italy,North Italy,IT-NO,323.85,413.0,29.21,28.39,entsoe.eu,false,
2021-01-06 15:00:00,Italy,North Italy,IT-NO,315.77,402.42,32.71,32.24,entsoe.eu,false,
2021-01-06 16:00:00,Italy,North Italy,IT-NO,303.71,385.02,36.05,34.81,entsoe.eu,false,
2021-01-06 17:00:00,Italy,North Italy,IT-NO,301.86,383.02,36.13,34.84,entsoe.eu,false,
2021-01-06 18:00:00,Italy,North Italy,IT-NO,300.78,381.71,36.38,34.68,entsoe.eu,false,
2021-01-06 19:00:00,Italy,North Italy,IT-NO,314.4,399.39,32.8,31.31,entsoe.eu,false,
2021-01-06 20:00:00,Italy,North Italy,IT-NO,328.27,414.9,30.11,28.72,entsoe.eu,false,
2021-01-06 21:00:00,Italy,North Italy,IT-NO,342.12,429.67,27.03,25.61,entsoe.eu,false,
2021-01-06 22:00:00,Italy,North Italy,IT-NO,343.23,435.36,26.01,24.58,entsoe.eu,false,
2021-01-06 23:00:00,Italy,North Italy,IT-NO,340.94,430.05,27.51,25.94,entsoe.eu,false,
2021-01-07 00:00:00,Italy,North Italy,IT-NO,334.7,421.86,29.62,27.17,entsoe.eu,false,
2021-01-07 01:00:00,Italy,North Italy,IT-NO,335.65,423.46,30.04,27.0,entsoe.eu,false,
2021-01-07 02:00:00,Italy,North Italy,IT-NO,340.25,428.13,29.29,26.31,entsoe.eu,false,
2021-01-07 03:00:00,Italy,North Italy,IT-NO,331.96,418.62,32.09,27.78,entsoe.eu,false,
2021-01-07 04:00:00,Italy,North Italy,IT-NO,327.13,415.15,32.34,27.65,entsoe.eu,false,
2021-01-07 05:00:00,Italy,North Italy,IT-NO,330.4,419.95,30.1,25.96,entsoe.eu,false,
2021-01-07 06:00:00,Italy,North Italy,IT-NO,324.63,410.78,31.78,28.44,entsoe.eu,false,
2021-01-07 07:00:00,Italy,North Italy,IT-NO,302.45,382.18,37.14,34.12,entsoe.eu,false,
2021-01-07 08:00:00,Italy,North Italy,IT-NO,297.51,374.87,39.25,36.7,entsoe.eu,false,
2021-01-07 09:00:00,Italy,North Italy,IT-NO,291.03,370.63,38.73,36.22,entsoe.eu,false,
2021-01-07 10:00:00,Italy,North Italy,IT-NO,292.32,372.0,38.55,36.27,entsoe.eu,false,
2021-01-07 11:00:00,Italy,North Italy,IT-NO,297.9,381.81,35.36,33.32,entsoe.eu,false,
2021-01-07 12:00:00,Italy,North Italy,IT-NO,304.8,390.27,33.96,32.03,entsoe.eu,false,
2021-01-07 13:00:00,Italy,North Italy,IT-NO,301.03,384.17,35.18,32.38,entsoe.eu,false,
2021-01-07 14:00:00,Italy,North Italy,IT-NO,304.69,388.19,34.89,31.84,entsoe.eu,false,
2021-01-07 15:00:00,Italy,North Italy,IT-NO,307.5,390.63,35.44,33.09,entsoe.eu,false,
2021-01-07 16:00:00,Italy,North Italy,IT-NO,314.61,395.85,36.4,35.02,entsoe.eu,false,
2021-01-07 17:00:00,Italy,North Italy,IT-NO,316.49,399.81,34.04,32.5,entsoe.eu,false,
2021-01-07 18:00:00,Italy,North Italy,IT-NO,311.71,395.53,33.69,31.31,entsoe.eu,false,
2021-01-07 19:00:00,Italy,North Italy,IT-NO,309.33,392.01,34.62,31.41,entsoe.eu,false,
2021-01-07 20:00:00,Italy,North Italy,IT-NO,321.85,407.33,32.24,28.85,entsoe.eu,false,
2021-01-07 21:00:00,Italy,North Italy,IT-NO,330.79,420.02,29.8,26.56,entsoe.eu,false,
2021-01-07 22:00:00,Italy,North Italy,IT-NO,341.25,429.88,27.87,24.51,entsoe.eu,false,
2021-01-07 23:00:00,Italy,North Italy,IT-NO,336.79,425.05,28.84,24.67,entsoe.eu,false,
2021-01-08 00:00:00,Italy,North Italy,IT-NO,336.61,423.72,28.84,24.4,entsoe.eu,false,
2021-01-08 01:00:00,Italy,North Italy,IT-NO,342.49,431.13,27.83,22.92,entsoe.eu,false,
2021-01-08 02:00:00,Italy,North Italy,IT-NO,346.08,434.86,27.61,21.88,entsoe.eu,false,
2021-01-08 03:00:00,Italy,North Italy,IT-NO,339.08,427.13,29.43,23.21,entsoe.eu,false,
2021-01-08 04:00:00,Italy,North Italy,IT-NO,333.15,422.56,29.87,24.28,entsoe.eu,false,
2021-01-08 05:00:00,Italy,North Italy,IT-NO,323.46,411.39,31.34,27.15,entsoe.eu,false,
2021-01-08 06:00:00,Italy,North Italy,IT-NO,320.58,405.26,32.59,29.57,entsoe.eu,false,
2021-01-08 07:00:00,Italy,North Italy,IT-NO,321.14,402.88,34.91,32.5,entsoe.eu,false,
2021-01-08 08:00:00,Italy,North Italy,IT-NO,313.35,395.08,35.58,33.45,entsoe.eu,false,
2021-01-08 09:00:00,Italy,North Italy,IT-NO,312.56,393.13,36.69,34.79,entsoe.eu,false,
2021-01-08 10:00:00,Italy,North Italy,IT-NO,305.83,388.18,35.33,33.23,entsoe.eu,false,
2021-01-08 11:00:00,Italy,North Italy,IT-NO,307.08,393.25,33.65,32.92,entsoe.eu,false,
2021-01-08 12:00:00,Italy,North Italy,IT-NO,299.25,384.7,35.15,33.93,entsoe.eu,false,
2021-01-08 13:00:00,Italy,North Italy,IT-NO,307.1,395.37,32.79,31.81,entsoe.eu,false,
2021-01-08 14:00:00,Italy,North Italy,IT-NO,310.47,396.69,33.17,30.79,entsoe.eu,false,
2021-01-08 15:00:00,Italy,North Italy,IT-NO,308.1,393.79,33.94,31.13,entsoe.eu,false,
2021-01-08 16:00:00,Italy,North Italy,IT-NO,308.19,393.29,34.01,31.46,entsoe.eu,false,
2021-01-08 17:00:00,Italy,North Italy,IT-NO,315.22,400.26,33.19,31.02,entsoe.eu,false,
2021-01-08 18:00:00,Italy,North Italy,IT-NO,316.96,403.64,32.01,29.65,entsoe.eu,false,
2021-01-08 19:00:00,Italy,North Italy,IT-NO,319.26,405.57,32.12,29.35,entsoe.eu,false,
2021-01-08 20:00:00,Italy,North Italy,IT-NO,326.62,413.52,31.43,28.3,entsoe.eu,false,
2021-01-08 21:00:00,Italy,North Italy,IT-NO,332.96,422.83,29.18,26.32,entsoe.eu,false,
2021-01-08 22:00:00,Italy,North Italy,IT-NO,332.15,420.79,29.69,26.74,entsoe.eu,false,
2021-01-08 23:00:00,Italy,North Italy,IT-NO,324.73,408.26,32.47,27.92,entsoe.eu,false,
2021-01-09 00:00:00,Italy,North Italy,IT-NO,324.49,408.11,33.24,28.21,entsoe.eu,false,
2021-01-09 01:00:00,Italy,North Italy,IT-NO,319.16,401.07,35.7,29.48,entsoe.eu,false,
2021-01-09 02:00:00,Italy,North Italy,IT-NO,323.49,402.74,36.48,28.65,entsoe.eu,false,
2021-01-09 03:00:00,Italy,North Italy,IT-NO,324.94,406.63,35.57,28.13,entsoe.eu,false,
2021-01-09 04:00:00,Italy,North Italy,IT-NO,331.19,411.85,34.12,26.71,entsoe.eu,false,
2021-01-09 05:00:00,Italy,North Italy,IT-NO,336.52,421.21,32.27,24.58,entsoe.eu,false,
2021-01-09 06:00:00,Italy,North Italy,IT-NO,325.19,407.29,35.19,25.47,entsoe.eu,false,
2021-01-09 07:00:00,Italy,North Italy,IT-NO,324.99,411.21,32.98,27.6,entsoe.eu,false,
2021-01-09 08:00:00,Italy,North Italy,IT-NO,297.82,379.64,37.49,33.81,entsoe.eu,false,
2021-01-09 09:00:00,Italy,North Italy,IT-NO,294.07,375.12,37.71,34.7,entsoe.eu,false,
2021-01-09 10:00:00,Italy,North Italy,IT-NO,291.41,372.06,37.8,34.27,entsoe.eu,false,
2021-01-09 11:00:00,Italy,North Italy,IT-NO,302.6,385.09,35.85,33.67,entsoe.eu,false,
2021-01-09 12:00:00,Italy,North Italy,IT-NO,318.03,403.12,32.69,30.35,entsoe.eu,false,
2021-01-09 13:00:00,Italy,North Italy,IT-NO,326.04,411.24,31.36,27.21,entsoe.eu,false,
2021-01-09 14:00:00,Italy,North Italy,IT-NO,330.31,418.2,29.76,25.67,entsoe.eu,false,
2021-01-09 15:00:00,Italy,North Italy,IT-NO,308.94,392.5,34.29,28.75,entsoe.eu,false,
2021-01-09 16:00:00,Italy,North Italy,IT-NO,284.47,361.57,40.17,33.36,entsoe.eu,false,
2021-01-09 17:00:00,Italy,North Italy,IT-NO,290.54,367.21,40.34,36.61,entsoe.eu,false,
2021-01-09 18:00:00,Italy,North Italy,IT-NO,282.54,358.33,41.51,35.46,entsoe.eu,false,
2021-01-09 19:00:00,Italy,North Italy,IT-NO,305.8,387.13,36.58,31.38,entsoe.eu,false,
2021-01-09 20:00:00,Italy,North Italy,IT-NO,309.64,387.02,38.23,28.13,entsoe.eu,false,
2021-01-09 21:00:00,Italy,North Italy,IT-NO,315.84,395.53,36.47,26.78,entsoe.eu,false,
2021-01-09 22:00:00,Italy,North Italy,IT-NO,324.94,408.99,33.48,26.47,entsoe.eu,false,
2021-01-09 23:00:00,Italy,North Italy,IT-NO,338.85,428.78,29.31,24.98,entsoe.eu,false,
2021-01-10 00:00:00,Italy,North Italy,IT-NO,342.91,431.45,28.4,25.45,entsoe.eu,false,
2021-01-10 01:00:00,Italy,North Italy,IT-NO,338.94,426.65,29.49,26.55,entsoe.eu,false,
2021-01-10 02:00:00,Italy,North Italy,IT-NO,334.71,418.85,31.48,26.61,entsoe.eu,false,
2021-01-10 03:00:00,Italy,North Italy,IT-NO,333.39,418.65,31.48,26.07,entsoe.eu,false,
2021-01-10 04:00:00,Italy,North Italy,IT-NO,336.22,423.74,30.78,26.26,entsoe.eu,false,
2021-01-10 05:00:00,Italy,North Italy,IT-NO,341.08,429.22,29.5,24.67,entsoe.eu,false,
2021-01-10 06:00:00,Italy,North Italy,IT-NO,342.03,433.05,28.95,24.38,entsoe.eu,false,
2021-01-10 07:00:00,Italy,North Italy,IT-NO,328.45,414.32,32.63,26.77,entsoe.eu,false,
2021-01-10 08:00:00,Italy,North Italy,IT-NO,320.76,407.48,33.17,27.96,entsoe.eu,false,
2021-01-10 09:00:00,Italy,North Italy,IT-NO,321.56,410.03,31.38,27.65,entsoe.eu,false,
2021-01-10 10:00:00,Italy,North Italy,IT-NO,318.97,407.01,31.62,27.75,entsoe.eu,false,
2021-01-10 11:00:00,Italy,North Italy,IT-NO,318.51,402.68,33.67,30.17,entsoe.eu,false,
2021-01-10 12:00:00,Italy,North Italy,IT-NO,323.2,406.66,33.42,30.22,entsoe.eu,false,
2021-01-10 13:00:00,Italy,North Italy,IT-NO,323.58,408.68,32.4,26.98,entsoe.eu,false,
2021-01-10 14:00:00,Italy,North Italy,IT-NO,335.16,424.23,29.68,23.2,entsoe.eu,false,
2021-01-10 15:00:00,Italy,North Italy,IT-NO,346.86,441.63,24.99,22.72,entsoe.eu,false,
2021-01-10 16:00:00,Italy,North Italy,IT-NO,313.5,397.71,34.13,28.67,entsoe.eu,false,
2021-01-10 17:00:00,Italy,North Italy,IT-NO,315.05,400.12,34.04,30.92,entsoe.eu,false,
2021-01-10 18:00:00,Italy,North Italy,IT-NO,321.02,407.52,32.53,30.28,entsoe.eu,false,
2021-01-10 19:00:00,Italy,North Italy,IT-NO,331.17,419.03,30.02,27.06,entsoe.eu,false,
2021-01-10 20:00:00,Italy,North Italy,IT-NO,345.61,437.89,26.58,24.33,entsoe.eu,false,
2021-01-10 21:00:00,Italy,North Italy,IT-NO,350.16,443.05,24.82,23.42,entsoe.eu,false,
2021-01-10 22:00:00,Italy,North Italy,IT-NO,345.79,439.13,25.3,24.36,entsoe.eu,false,
2021-01-10 23:00:00,Italy,North Italy,IT-NO,347.87,441.16,25.25,23.96,entsoe.eu,false,
2021-01-11 00:00:00,Italy,North Italy,IT-NO,341.17,433.56,27.15,25.87,entsoe.eu,false,
2021-01-11 01:00:00,Italy,North Italy,IT-NO,345.74,437.76,26.39,25.18,entsoe.eu,false,
2021-01-11 02:00:00,Italy,North Italy,IT-NO,348.02,438.18,26.57,25.17,entsoe.eu,false,
2021-01-11 03:00:00,Italy,North Italy,IT-NO,353.86,446.02,25.0,23.66,entsoe.eu,false,
2021-01-11 04:00:00,Italy,North Italy,IT-NO,362.69,460.29,21.23,20.32,entsoe.eu,false,
2021-01-11 05:00:00,Italy,North Italy,IT-NO,353.43,448.01,23.85,21.0,entsoe.eu,false,
2021-01-11 06:00:00,Italy,North Italy,IT-NO,338.82,428.47,28.23,25.95,entsoe.eu,false,
2021-01-11 07:00:00,Italy,North Italy,IT-NO,320.92,405.53,33.29,30.44,entsoe.eu,false,
2021-01-11 08:00:00,Italy,North Italy,IT-NO,309.47,391.34,36.0,33.03,entsoe.eu,false,
2021-01-11 09:00:00,Italy,North Italy,IT-NO,301.92,383.59,36.71,33.55,entsoe.eu,false,
