Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-02-12 05:00:00,Italy,North Italy,IT-NO,294.54,372.78,38.07,27.71,entsoe.eu,false,
2021-02-12 06:00:00,Italy,North Italy,IT-NO,296.64,375.46,37.78,30.26,entsoe.eu,false,
2021-02-12 07:00:00,Italy,North Italy,IT-NO,279.91,352.75,43.6,35.06,entsoe.eu,false,
2021-02-12 08:00:00,Italy,North Italy,IT-NO,280.44,355.36,41.91,34.25,entsoe.eu,false,
2021-02-12 09:00:00,Italy,North Italy,IT-NO,281.76,358.36,40.64,32.66,entsoe.eu,false,
2021-02-12 10:00:00,Italy,North Italy,IT-NO,279.53,357.66,40.37,32.36,entsoe.eu,false,
2021-02-12 11:00:00,Italy,North Italy,IT-NO,294.13,376.3,36.32,30.15,entsoe.eu,false,
2021-02-12 12:00:00,Italy,North Italy,IT-NO,288.77,369.21,37.7,29.35,entsoe.eu,false,
2021-02-12 13:00:00,Italy,North Italy,IT-NO,285.01,362.52,40.5,30.59,entsoe.eu,false,
2021-02-12 14:00:00,Italy,North Italy,IT-NO,278.86,355.98,40.63,29.87,entsoe.eu,false,
2021-02-12 15:00:00,Italy,North Italy,IT-NO,278.8,355.08,41.0,30.18,entsoe.eu,false,
2021-02-12 16:00:00,Italy,North Italy,IT-NO,275.73,351.05,42.25,32.39,entsoe.eu,false,
2021-02-12 17:00:00,Italy,North Italy,IT-NO,279.28,353.71,42.26,33.77,entsoe.eu,false,
2021-02-12 18:00:00,Italy,North Italy,IT-NO,285.53,361.91,40.55,33.22,entsoe.eu,false,
2021-02-12 19:00:00,Italy,North Italy,IT-NO,274.67,348.19,43.26,33.33,entsoe.eu,false,
2021-02-12 20:00:00,Italy,North Italy,IT-NO,280.86,357.4,41.73,30.58,entsoe.eu,false,
2021-02-12 21:00:00,Italy,North Italy,IT-NO,283.27,360.07,40.86,29.91,entsoe.eu,false,
2021-02-12 22:00:00,Italy,North Italy,IT-NO,276.23,356.04,41.59,30.16,entsoe.eu,false,
2021-02-12 23:00:00,Italy,North Italy,IT-NO,264.59,333.43,46.57,28.86,entsoe.eu,false,
2021-02-13 00:00:00,Italy,North Italy,IT-NO,261.04,328.85,47.47,28.69,entsoe.eu,false,
2021-02-13 01:00:00,Italy,North Italy,IT-NO,272.54,342.58,44.51,26.56,entsoe.eu,false,
2021-02-13 02:00:00,Italy,North Italy,IT-NO,266.4,334.72,45.95,26.67,entsoe.eu,false,
2021-02-13 03:00:00,Italy,North Italy,IT-NO,257.84,323.19,48.27,27.9,entsoe.eu,false,
2021-02-13 04:00:00,Italy,North Italy,IT-NO,264.66,330.55,46.99,26.83,entsoe.eu,false,
2021-02-13 05:00:00,Italy,North Italy,IT-NO,260.02,325.83,48.45,29.18,entsoe.eu,false,
2021-02-13 06:00:00,Italy,North Italy,IT-NO,265.07,333.09,47.1,29.93,entsoe.eu,false,
2021-02-13 07:00:00,Italy,North Italy,IT-NO,253.25,321.43,48.74,33.81,entsoe.eu,false,
2021-02-13 08:00:00,Italy,North Italy,IT-NO,244.78,307.38,52.65,39.99,entsoe.eu,false,
2021-02-13 09:00:00,Italy,North Italy,IT-NO,233.69,296.29,54.05,42.56,entsoe.eu,false,
2021-02-13 10:00:00,Italy,North Italy,IT-NO,224.66,286.4,55.2,44.15,entsoe.eu,false,
2021-02-13 11:00:00,Italy,North Italy,IT-NO,227.04,290.44,53.52,41.71,entsoe.eu,false,
2021-02-13 12:00:00,Italy,North Italy,IT-NO,221.44,284.49,54.9,42.07,entsoe.eu,false,
2021-02-13 13:00:00,Italy,North Italy,IT-NO,213.83,273.46,57.27,41.4,entsoe.eu,false,
2021-02-13 14:00:00,Italy,North Italy,IT-NO,223.96,286.35,54.71,38.39,entsoe.eu,false,
2021-02-13 15:00:00,Italy,North Italy,IT-NO,235.42,300.15,52.56,35.64,entsoe.eu,false,
2021-02-13 16:00:00,Italy,North Italy,IT-NO,247.66,314.77,50.09,36.09,entsoe.eu,false,
2021-02-13 17:00:00,Italy,North Italy,IT-NO,244.02,305.14,54.35,41.99,entsoe.eu,false,
2021-02-13 18:00:00,Italy,North Italy,IT-NO,250.35,312.9,52.84,40.43,entsoe.eu,false,
2021-02-13 19:00:00,Italy,North Italy,IT-NO,251.15,318.6,49.79,36.8,entsoe.eu,false,
2021-02-13 20:00:00,Italy,North Italy,IT-NO,278.17,350.53,42.99,30.9,entsoe.eu,false,
2021-02-13 21:00:00,Italy,North Italy,IT-NO,284.17,356.53,42.07,30.28,entsoe.eu,false,
2021-02-13 22:00:00,Italy,North Italy,IT-NO,289.76,364.69,40.8,30.31,entsoe.eu,false,
2021-02-13 23:00:00,Italy,North Italy,IT-NO,282.47,353.69,42.92,30.71,entsoe.eu,false,
2021-02-14 00:00:00,Italy,North Italy,IT-NO,277.77,346.78,44.4,32.04,entsoe.eu,false,
2021-02-14 01:00:00,Italy,North Italy,IT-NO,301.39,377.86,38.1,27.31,entsoe.eu,false,
2021-02-14 02:00:00,Italy,North Italy,IT-NO,299.43,376.89,38.18,27.14,entsoe.eu,false,
2021-02-14 03:00:00,Italy,North Italy,IT-NO,282.36,356.06,42.1,30.34,entsoe.eu,false,
2021-02-14 04:00:00,Italy,North Italy,IT-NO,281.67,356.69,42.36,30.33,entsoe.eu,false,
2021-02-14 05:00:00,Italy,North Italy,IT-NO,275.7,347.85,44.58,30.47,entsoe.eu,false,
2021-02-14 06:00:00,Italy,North Italy,IT-NO,271.11,339.07,45.82,29.59,entsoe.eu,false,
2021-02-14 07:00:00,Italy,North Italy,IT-NO,250.85,316.64,49.9,35.76,entsoe.eu,false,
2021-02-14 08:00:00,Italy,North Italy,IT-NO,231.17,297.76,52.75,42.58,entsoe.eu,false,
2021-02-14 09:00:00,Italy,North Italy,IT-NO,229.09,297.07,51.91,44.8,entsoe.eu,false,
2021-02-14 10:00:00,Italy,North Italy,IT-NO,205.76,268.71,56.71,49.96,entsoe.eu,false,
2021-02-14 11:00:00,Italy,North Italy,IT-NO,201.0,263.44,57.57,50.97,entsoe.eu,false,
2021-02-14 12:00:00,Italy,North Italy,IT-NO,182.81,241.01,62.06,54.04,entsoe.eu,false,
2021-02-14 13:00:00,Italy,North Italy,IT-NO,189.09,248.16,61.17,50.53,entsoe.eu,false,
2021-02-14 14:00:00,Italy,North Italy,IT-NO,204.16,264.57,58.55,44.66,entsoe.eu,false,
2021-02-14 15:00:00,Italy,North Italy,IT-NO,229.05,293.0,54.2,35.85,entsoe.eu,false,
2021-02-14 16:00:00,Italy,North Italy,IT-NO,243.89,312.05,50.11,33.43,entsoe.eu,false,
2021-02-14 17:00:00,Italy,North Italy,IT-NO,235.43,299.77,53.15,37.8,entsoe.eu,false,
2021-02-14 18:00:00,Italy,North Italy,IT-NO,229.68,291.43,55.03,40.97,entsoe.eu,false,
2021-02-14 19:00:00,Italy,North Italy,IT-NO,234.11,296.77,54.71,39.29,entsoe.eu,false,
2021-02-14 20:00:00,Italy,North Italy,IT-NO,248.21,315.38,50.39,33.9,entsoe.eu,false,
2021-02-14 21:00:00,Italy,North Italy,IT-NO,269.66,341.91,45.74,32.28,entsoe.eu,false,
2021-02-14 22:00:00,Italy,North Italy,IT-NO,278.64,351.38,44.02,32.33,entsoe.eu,false,
2021-02-14 23:00:00,Italy,North Italy,IT-NO,286.83,359.83,42.65,30.6,entsoe.eu,false,
2021-02-15 00:00:00,Italy,North Italy,IT-NO,297.5,374.09,39.61,28.63,entsoe.eu,false,
2021-02-15 01:00:00,Italy,North Italy,IT-NO,307.76,387.56,37.19,27.29,entsoe.eu,false,
2021-02-15 02:00:00,Italy,North Italy,IT-NO,312.04,393.49,35.83,25.48,entsoe.eu,false,
2021-02-15 03:00:00,Italy,North Italy,IT-NO,303.75,384.91,37.52,25.99,entsoe.eu,false,
2021-02-15 04:00:00,Italy,North Italy,IT-NO,298.23,377.16,38.88,27.03,entsoe.eu,false,
2021-02-15 05:00:00,Italy,North Italy,IT-NO,284.44,359.98,41.97,27.74,entsoe.eu,false,
2021-02-15 06:00:00,Italy,North Italy,IT-NO,277.82,350.68,44.17,32.03,entsoe.eu,false,
2021-02-15 07:00:00,Italy,North Italy,IT-NO,266.29,334.16,48.97,39.1,entsoe.eu,false,
2021-02-15 08:00:00,Italy,North Italy,IT-NO,241.24,306.55,51.86,40.65,entsoe.eu,false,
2021-02-15 09:00:00,Italy,North Italy,IT-NO,232.36,296.48,53.07,41.93,entsoe.eu,false,
2021-02-15 10:00:00,Italy,North Italy,IT-NO,226.59,289.41,55.12,43.05,entsoe.eu,false,
2021-02-15 11:00:00,Italy,North Italy,IT-NO,238.25,304.04,52.26,41.73,entsoe.eu,false,
2021-02-15 12:00:00,Italy,North Italy,IT-NO,240.13,306.17,52.25,40.08,entsoe.eu,false,
2021-02-15 13:00:00,Italy,North Italy,IT-NO,256.62,324.72,49.08,35.81,entsoe.eu,false,
2021-02-15 14:00:00,Italy,North Italy,IT-NO,271.15,342.8,45.78,32.17,entsoe.eu,false,
2021-02-15 15:00:00,Italy,North Italy,IT-NO,269.11,336.97,48.37,34.7,entsoe.eu,false,
2021-02-15 16:00:00,Italy,North Italy,IT-NO,260.79,322.85,53.37,39.65,entsoe.eu,false,
2021-02-15 17:00:00,Italy,North Italy,IT-NO,253.63,314.02,54.46,41.53,entsoe.eu,false,
2021-02-15 18:00:00,Italy,North Italy,IT-NO,252.56,313.45,54.17,41.83,entsoe.eu,false,
2021-02-15 19:00:00,Italy,North Italy,IT-NO,253.66,315.4,53.29,39.68,entsoe.eu,false,
2021-02-15 20:00:00,Italy,North Italy,IT-NO,279.64,347.05,47.07,33.2,entsoe.eu,false,
2021-02-15 21:00:00,Italy,North Italy,IT-NO,280.66,351.35,44.05,28.58,entsoe.eu,false,
2021-02-15 22:00:00,Italy,North Italy,IT-NO,289.57,361.22,42.56,26.66,entsoe.eu,false,
2021-02-15 23:00:00,Italy,North Italy,IT-NO,275.12,342.7,46.41,26.49,entsoe.eu,false,
2021-02-16 00:00:00,Italy,North Italy,IT-NO,270.0,336.64,47.06,25.71,entsoe.eu,false,
2021-02-16 01:00:00,Italy,North Italy,IT-NO,277.58,345.31,44.93,23.88,entsoe.eu,false,
2021-02-16 02:00:00,Italy,North Italy,IT-NO,273.34,342.12,45.54,23.85,entsoe.eu,false,
2021-02-16 03:00:00,Italy,North Italy,IT-NO,268.88,337.9,46.27,24.21,entsoe.eu,false,
2021-02-16 04:00:00,Italy,North Italy,IT-NO,268.45,339.17,45.75,24.92,entsoe.eu,false,
2021-02-16 05:00:00,Italy,North Italy,IT-NO,271.67,343.47,45.17,28.34,entsoe.eu,false,
2021-02-16 06:00:00,Italy,North Italy,IT-NO,272.94,344.29,45.35,30.75,entsoe.eu,false,
2021-02-16 07:00:00,Italy,North Italy,IT-NO,262.47,327.66,50.73,38.56,entsoe.eu,false,
2021-02-16 08:00:00,Italy,North Italy,IT-NO,249.41,315.45,51.22,39.37,entsoe.eu,false,
2021-02-16 09:00:00,Italy,North Italy,IT-NO,250.33,316.9,51.52,39.75,entsoe.eu,false,
2021-02-16 10:00:00,Italy,North Italy,IT-NO,251.83,321.77,49.23,38.38,entsoe.eu,false,
2021-02-16 11:00:00,Italy,North Italy,IT-NO,254.43,327.26,47.59,36.78,entsoe.eu,false,
2021-02-16 12:00:00,Italy,North Italy,IT-NO,243.82,312.35,50.97,37.93,entsoe.eu,false,
2021-02-16 13:00:00,Italy,North Italy,IT-NO,262.21,335.33,46.49,34.36,entsoe.eu,false,
2021-02-16 14:00:00,Italy,North Italy,IT-NO,265.35,336.36,47.03,33.29,entsoe.eu,false,
2021-02-16 15:00:00,Italy,North Italy,IT-NO,268.95,339.9,46.25,32.02,entsoe.eu,false,
2021-02-16 16:00:00,Italy,North Italy,IT-NO,268.32,337.63,47.95,34.39,entsoe.eu,false,
2021-02-16 17:00:00,Italy,North Italy,IT-NO,267.19,333.83,49.92,37.81,entsoe.eu,false,
2021-02-16 18:00:00,Italy,North Italy,IT-NO,261.67,328.25,50.18,39.15,entsoe.eu,false,
2021-02-16 19:00:00,Italy,North Italy,IT-NO,259.24,324.66,50.16,36.69,entsoe.eu,false,
2021-02-16 20:00:00,Italy,North Italy,IT-NO,263.87,331.79,48.21,32.52,entsoe.eu,false,
2021-02-16 21:00:00,Italy,North Italy,IT-NO,277.76,349.48,45.0,28.3,entsoe.eu,false,
2021-02-16 22:00:00,Italy,North Italy,IT-NO,281.9,354.04,44.2,25.93,entsoe.eu,false,
2021-02-16 23:00:00,Italy,North Italy,IT-NO,257.78,323.88,50.51,28.62,entsoe.eu,false,
2021-02-17 00:00:00,Italy,North Italy,IT-NO,261.74,327.52,49.57,27.53,entsoe.eu,false,
2021-02-17 01:00:00,Italy,North Italy,IT-NO,267.78,334.27,48.03,26.51,entsoe.eu,false,
2021-02-17 02:00:00,Italy,North Italy,IT-NO,272.87,340.7,46.31,25.32,entsoe.eu,false,
2021-02-17 03:00:00,Italy,North Italy,IT-NO,277.23,349.32,44.77,24.07,entsoe.eu,false,
2021-02-17 04:00:00,Italy,North Italy,IT-NO,274.62,348.22,44.49,25.22,entsoe.eu,false,
2021-02-17 05:00:00,Italy,North Italy,IT-NO,281.49,352.19,45.67,30.39,entsoe.eu,false,
2021-02-17 06:00:00,Italy,North Italy,IT-NO,290.66,360.56,45.93,33.44,entsoe.eu,false,
2021-02-17 07:00:00,Italy,North Italy,IT-NO,285.44,353.0,48.72,38.35,entsoe.eu,false,
2021-02-17 08:00:00,Italy,North Italy,IT-NO,275.38,343.45,49.09,37.64,entsoe.eu,false,
2021-02-17 09:00:00,Italy,North Italy,IT-NO,263.56,334.4,47.23,34.3,entsoe.eu,false,
2021-02-17 10:00:00,Italy,North Italy,IT-NO,253.91,323.5,48.89,35.26,entsoe.eu,false,
2021-02-17 11:00:00,Italy,North Italy,IT-NO,256.37,327.75,47.95,34.34,entsoe.eu,false,
2021-02-17 12:00:00,Italy,North Italy,IT-NO,247.49,316.46,50.04,34.93,entsoe.eu,false,
2021-02-17 13:00:00,Italy,North Italy,IT-NO,253.41,323.37,48.53,33.61,entsoe.eu,false,
2021-02-17 14:00:00,Italy,North Italy,IT-NO,268.17,340.92,45.65,31.97,entsoe.eu,false,
2021-02-17 15:00:00,Italy,North Italy,IT-NO,272.48,341.52,47.95,34.52,entsoe.eu,false,
2021-02-17 16:00:00,Italy,North Italy,IT-NO,270.93,337.67,49.21,35.35,entsoe.eu,false,
2021-02-17 17:00:00,Italy,North Italy,IT-NO,267.04,332.53,50.34,37.78,entsoe.eu,false,
2021-02-17 18:00:00,Italy,North Italy,IT-NO,269.26,335.81,49.54,37.49,entsoe.eu,false,
2021-02-17 19:00:00,Italy,North Italy,IT-NO,267.51,335.79,47.93,32.73,entsoe.eu,false,
2021-02-17 20:00:00,Italy,North Italy,IT-NO,271.99,343.75,44.76,29.14,entsoe.eu,false,
2021-02-17 21:00:00,Italy,North Italy,IT-NO,270.92,341.99,45.39,27.7,entsoe.eu,false,
2021-02-17 22:00:00,Italy,North Italy,IT-NO,279.31,352.86,43.22,25.6,entsoe.eu,false,
2021-02-17 23:00:00,Italy,North Italy,IT-NO,266.59,336.16,46.66,24.93,entsoe.eu,false,
2021-02-18 00:00:00,Italy,North Italy,IT-NO,261.19,326.53,48.83,25.82,entsoe.eu,false,
2021-02-18 01:00:00,Italy,North Italy,IT-NO,262.07,328.02,48.02,24.5,entsoe.eu,false,
2021-02-18 02:00:00,Italy,North Italy,IT-NO,270.16,342.63,44.43,22.97,entsoe.eu,false,
2021-02-18 03:00:00,Italy,North Italy,IT-NO,268.93,342.38,44.23,22.66,entsoe.eu,false,
2021-02-18 04:00:00,Italy,North Italy,IT-NO,274.94,349.5,42.68,22.73,entsoe.eu,false,
2021-02-18 05:00:00,Italy,North Italy,IT-NO,275.31,350.57,42.67,26.35,entsoe.eu,false,
2021-02-18 06:00:00,Italy,North Italy,IT-NO,268.33,340.83,45.28,30.41,entsoe.eu,false,
2021-02-18 07:00:00,Italy,North Italy,IT-NO,256.04,321.04,52.09,38.6,entsoe.eu,false,
2021-02-18 08:00:00,Italy,North Italy,IT-NO,251.09,317.38,51.81,39.14,entsoe.eu,false,
2021-02-18 09:00:00,Italy,North Italy,IT-NO,249.12,318.3,49.58,36.96,entsoe.eu,false,
2021-02-18 10:00:00,Italy,North Italy,IT-NO,248.91,318.11,49.48,36.23,entsoe.eu,false,
2021-02-18 11:00:00,Italy,North Italy,IT-NO,255.53,327.49,47.41,34.54,entsoe.eu,false,
2021-02-18 12:00:00,Italy,North Italy,IT-NO,251.17,321.28,48.65,34.27,entsoe.eu,false,
2021-02-18 13:00:00,Italy,North Italy,IT-NO,267.83,341.68,44.63,31.06,entsoe.eu,false,
2021-02-18 14:00:00,Italy,North Italy,IT-NO,268.51,342.51,44.3,29.78,entsoe.eu,false,
2021-02-18 15:00:00,Italy,North Italy,IT-NO,267.7,341.31,44.48,30.7,entsoe.eu,false,
2021-02-18 16:00:00,Italy,North Italy,IT-NO,269.9,342.56,45.0,32.03,entsoe.eu,false,
2021-02-18 17:00:00,Italy,North Italy,IT-NO,268.56,336.57,48.54,37.77,entsoe.eu,false,
2021-02-18 18:00:00,Italy,North Italy,IT-NO,267.44,337.0,47.72,37.86,entsoe.eu,false,
2021-02-18 19:00:00,Italy,North Italy,IT-NO,259.51,329.46,47.28,34.56,entsoe.eu,false,
2021-02-18 20:00:00,Italy,North Italy,IT-NO,260.94,330.84,46.71,31.39,entsoe.eu,false,
2021-02-18 21:00:00,Italy,North Italy,IT-NO,265.97,336.13,46.12,29.13,entsoe.eu,false,
2021-02-18 22:00:00,Italy,North Italy,IT-NO,262.11,330.91,47.02,28.72,entsoe.eu,false,
2021-02-18 23:00:00,Italy,North Italy,IT-NO,259.79,327.93,47.46,27.96,entsoe.eu,false,
2021-02-19 00:00:00,Italy,North Italy,IT-NO,260.96,328.71,47.62,27.58,entsoe.eu,false,
2021-02-19 01:00:00,Italy,North Italy,IT-NO,270.36,338.86,45.7,26.54,entsoe.eu,false,
2021-02-19 02:00:00,Italy,North Italy,IT-NO,271.06,341.94,44.87,25.38,entsoe.eu,false,
2021-02-19 03:00:00,Italy,North Italy,IT-NO,265.7,336.34,45.57,24.4,entsoe.eu,false,
2021-02-19 04:00:00,Italy,North Italy,IT-NO,277.9,352.21,42.53,23.66,entsoe.eu,false,
2021-02-19 05:00:00,Italy,North Italy,IT-NO,277.97,353.84,41.56,26.13,entsoe.eu,false,
2021-02-19 06:00:00,Italy,North Italy,IT-NO,265.37,338.21,45.31,32.11,entsoe.eu,false,
2021-02-19 07:00:00,Italy,North Italy,IT-NO,265.76,332.65,49.58,38.22,entsoe.eu,false,
2021-02-19 08:00:00,Italy,North Italy,IT-NO,263.05,329.93,49.92,38.77,entsoe.eu,false,
2021-02-19 09:00:00,Italy,North Italy,IT-NO,262.97,335.22,46.12,35.35,entsoe.eu,false,
2021-02-19 10:00:00,Italy,North Italy,IT-NO,259.19,332.43,45.73,34.61,entsoe.eu,false,
2021-02-19 11:00:00,Italy,North Italy,IT-NO,258.65,331.17,45.97,33.58,entsoe.eu,false,
2021-02-19 12:00:00,Italy,North Italy,IT-NO,254.72,326.4,46.62,32.75,entsoe.eu,false,
2021-02-19 13:00:00,Italy,North Italy,IT-NO,250.58,321.71,46.92,32.34,entsoe.eu,false,
2021-02-19 14:00:00,Italy,North Italy,IT-NO,260.1,332.78,45.16,30.47,entsoe.eu,false,
2021-02-19 15:00:00,Italy,North Italy,IT-NO,265.34,337.26,44.74,30.29,entsoe.eu,false,
2021-02-19 16:00:00,Italy,North Italy,IT-NO,269.86,340.13,46.41,33.66,entsoe.eu,false,
2021-02-19 17:00:00,Italy,North Italy,IT-NO,254.83,322.73,48.73,34.74,entsoe.eu,false,
2021-02-19 18:00:00,Italy,North Italy,IT-NO,261.84,331.29,46.88,33.04,entsoe.eu,false,
2021-02-19 19:00:00,Italy,North Italy,IT-NO,253.69,321.64,47.9,31.17,entsoe.eu,false,
2021-02-19 20:00:00,Italy,North Italy,IT-NO,256.88,325.6,46.9,28.35,entsoe.eu,false,
2021-02-19 21:00:00,Italy,North Italy,IT-NO,257.37,326.34,47.18,27.08,entsoe.eu,false,
2021-02-19 22:00:00,Italy,North Italy,IT-NO,258.63,328.34,46.8,26.69,entsoe.eu,false,
2021-02-19 23:00:00,Italy,North Italy,IT-NO,244.77,310.78,49.94,26.73,entsoe.eu,false,
2021-02-20 00:00:00,Italy,North Italy,IT-NO,233.02,293.39,53.3,27.85,entsoe.eu,false,
2021-02-20 01:00:00,Italy,North Italy,IT-NO,237.3,301.25,51.17,26.07,entsoe.eu,false,
2021-02-20 02:00:00,Italy,North Italy,IT-NO,227.38,290.36,53.21,26.9,entsoe.eu,false,
2021-02-20 03:00:00,Italy,North Italy,IT-NO,222.85,285.17,54.21,26.89,entsoe.eu,false,
2021-02-20 04:00:00,Italy,North Italy,IT-NO,234.94,299.58,51.63,25.7,entsoe.eu,false,
2021-02-20 05:00:00,Italy,North Italy,IT-NO,237.56,303.36,50.89,26.5,entsoe.eu,false,
2021-02-20 06:00:00,Italy,North Italy,IT-NO,231.65,297.04,51.72,30.05,entsoe.eu,false,
2021-02-20 07:00:00,Italy,North Italy,IT-NO,221.21,283.14,55.9,36.32,entsoe.eu,false,
2021-02-20 08:00:00,Italy,North Italy,IT-NO,213.54,275.78,56.1,36.55,entsoe.eu,false,
2021-02-20 09:00:00,Italy,North Italy,IT-NO,204.43,265.67,58.08,37.56,entsoe.eu,false,
2021-02-20 10:00:00,Italy,North Italy,IT-NO,197.15,257.79,59.19,39.04,entsoe.eu,false,
2021-02-20 11:00:00,Italy,North Italy,IT-NO,185.43,243.41,61.95,41.37,entsoe.eu,false,
2021-02-20 12:00:00,Italy,North Italy,IT-NO,175.53,231.17,64.19,41.74,entsoe.eu,false,
2021-02-20 13:00:00,Italy,North Italy,IT-NO,174.66,229.28,64.6,41.73,entsoe.eu,false,
2021-02-20 14:00:00,Italy,North Italy,IT-NO,190.41,248.28,61.07,38.05,entsoe.eu,false,
2021-02-20 15:00:00,Italy,North Italy,IT-NO,207.83,267.05,57.84,34.9,entsoe.eu,false,
2021-02-20 16:00:00,Italy,North Italy,IT-NO,218.05,279.14,55.7,35.39,entsoe.eu,false,
2021-02-20 17:00:00,Italy,North Italy,IT-NO,224.38,281.11,58.08,39.86,entsoe.eu,false,
2021-02-20 18:00:00,Italy,North Italy,IT-NO,223.71,281.32,58.02,40.36,entsoe.eu,false,
2021-02-20 19:00:00,Italy,North Italy,IT-NO,216.31,276.2,57.33,37.4,entsoe.eu,false,
2021-02-20 20:00:00,Italy,North Italy,IT-NO,220.5,283.26,55.07,32.73,entsoe.eu,false,
2021-02-20 21:00:00,Italy,North Italy,IT-NO,231.71,295.52,52.22,29.83,entsoe.eu,false,
2021-02-20 22:00:00,Italy,North Italy,IT-NO,236.44,300.83,51.76,29.14,entsoe.eu,false,
2021-02-20 23:00:00,Italy,North Italy,IT-NO,214.15,275.56,56.62,30.73,entsoe.eu,false,
2021-02-21 00:00:00,Italy,North Italy,IT-NO,210.52,271.07,57.62,30.7,entsoe.eu,false,
2021-02-21 01:00:00,Italy,North Italy,IT-NO,208.49,267.15,58.54,30.91,entsoe.eu,false,
2021-02-21 02:00:00,Italy,North Italy,IT-NO,203.12,259.88,59.83,30.54,entsoe.eu,false,
2021-02-21 03:00:00,Italy,North Italy,IT-NO,207.52,264.99,58.73,29.11,entsoe.eu,false,
2021-02-21 04:00:00,Italy,North Italy,IT-NO,210.27,267.03,58.1,28.54,entsoe.eu,false,
2021-02-21 05:00:00,Italy,North Italy,IT-NO,213.13,271.95,57.36,29.17,entsoe.eu,false,
2021-02-21 06:00:00,Italy,North Italy,IT-NO,216.25,274.1,56.34,29.26,entsoe.eu,false,
2021-02-21 07:00:00,Italy,North Italy,IT-NO,196.01,254.41,60.8,36.5,entsoe.eu,false,
2021-02-21 08:00:00,Italy,North Italy,IT-NO,167.45,220.15,67.33,42.3,entsoe.eu,false,
2021-02-21 09:00:00,Italy,North Italy,IT-NO,160.98,213.62,68.31,44.98,entsoe.eu,false,
2021-02-21 10:00:00,Italy,North Italy,IT-NO,159.17,211.78,68.79,46.82,entsoe.eu,false,
2021-02-21 11:00:00,Italy,North Italy,IT-NO,161.58,215.95,68.25,48.26,entsoe.eu,false,
2021-02-21 12:00:00,Italy,North Italy,IT-NO,156.23,210.38,69.4,49.58,entsoe.eu,false,
2021-02-21 13:00:00,Italy,North Italy,IT-NO,156.34,209.89,69.16,47.21,entsoe.eu,false,
2021-02-21 14:00:00,Italy,North Italy,IT-NO,165.51,219.0,67.23,42.04,entsoe.eu,false,
2021-02-21 15:00:00,Italy,North Italy,IT-NO,203.89,262.6,59.01,33.99,entsoe.eu,false,
2021-02-21 16:00:00,Italy,North Italy,IT-NO,221.0,285.68,54.43,32.21,entsoe.eu,false,
2021-02-21 17:00:00,Italy,North Italy,IT-NO,212.06,273.93,56.7,36.92,entsoe.eu,false,
2021-02-21 18:00:00,Italy,North Italy,IT-NO,210.28,268.71,59.31,41.25,entsoe.eu,false,
2021-02-21 19:00:00,Italy,North Italy,IT-NO,209.94,269.29,58.21,37.59,entsoe.eu,false,
2021-02-21 20:00:00,Italy,North Italy,IT-NO,222.48,284.88,55.05,32.44,entsoe.eu,false,
2021-02-21 21:00:00,Italy,North Italy,IT-NO,231.4,294.08,53.82,30.06,entsoe.eu,false,
2021-02-21 22:00:00,Italy,North Italy,IT-NO,227.06,286.95,55.96,30.3,entsoe.eu,false,
2021-02-21 23:00:00,Italy,North Italy,IT-NO,218.08,278.19,57.01,28.86,entsoe.eu,false,
2021-02-22 00:00:00,Italy,North Italy,IT-NO,223.62,286.85,55.05,28.25,entsoe.eu,false,
2021-02-22 01:00:00,Italy,North Italy,IT-NO,230.6,296.13,53.22,27.51,entsoe.eu,false,
2021-02-22 02:00:00,Italy,North Italy,IT-NO,231.64,298.37,52.51,26.51,entsoe.eu,false,
2021-02-22 03:00:00,Italy,North Italy,IT-NO,234.22,301.74,51.44,24.83,entsoe.eu,false,
2021-02-22 04:00:00,Italy,North Italy,IT-NO,252.76,322.97,47.95,23.48,entsoe.eu,false,
2021-02-22 05:00:00,Italy,North Italy,IT-NO,257.48,328.46,46.76,27.87,entsoe.eu,false,
2021-02-22 06:00:00,Italy,North Italy,IT-NO,268.81,342.1,43.8,28.88,entsoe.eu,false,
2021-02-22 07:00:00,Italy,North Italy,IT-NO,268.86,336.34,47.83,37.08,entsoe.eu,false,
2021-02-22 08:00:00,Italy,North Italy,IT-NO,272.8,344.25,44.58,33.59,entsoe.eu,false,
2021-02-22 09:00:00,Italy,North Italy,IT-NO,275.04,349.48,42.64,32.21,entsoe.eu,false,
2021-02-22 10:00:00,Italy,North Italy,IT-NO,278.8,354.5,42.34,31.35,entsoe.eu,false,
2021-02-22 11:00:00,Italy,North Italy,IT-NO,273.8,349.07,43.6,31.33,entsoe.eu,false,
2021-02-22 12:00:00,Italy,North Italy,IT-NO,270.55,345.32,44.21,32.56,entsoe.eu,false,
2021-02-22 13:00:00,Italy,North Italy,IT-NO,280.89,356.82,42.51,30.44,entsoe.eu,false,
2021-02-22 14:00:00,Italy,North Italy,IT-NO,289.43,366.12,40.99,28.06,entsoe.eu,false,
2021-02-22 15:00:00,Italy,North Italy,IT-NO,289.94,366.5,40.75,28.16,entsoe.eu,false,
2021-02-22 16:00:00,Italy,North Italy,IT-NO,283.46,358.12,43.45,33.18,entsoe.eu,false,
