Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Italy,North Italy,IT-NO,244.28,307.96,51.71,31.46,entsoe.eu,false,
2022-01-01 01:00:00,Italy,North Italy,IT-NO,245.76,311.62,51.91,32.26,entsoe.eu,false,
2022-01-01 02:00:00,Italy,North Italy,IT-NO,236.19,301.06,53.57,32.85,entsoe.eu,false,
2022-01-01 03:00:00,Italy,North Italy,IT-NO,226.81,288.03,55.74,33.77,entsoe.eu,false,
2022-01-01 04:00:00,Italy,North Italy,IT-NO,230.17,291.04,55.57,33.55,entsoe.eu,false,
2022-01-01 05:00:00,Italy,North Italy,IT-NO,221.45,283.26,57.36,35.22,entsoe.eu,false,
2022-01-01 06:00:00,Italy,North Italy,IT-NO,219.87,274.67,57.81,35.13,entsoe.eu,false,
2022-01-01 07:00:00,Italy,North Italy,IT-NO,203.96,256.51,61.15,36.34,entsoe.eu,false,
2022-01-01 08:00:00,Italy,North Italy,IT-NO,191.63,240.98,63.76,37.89,entsoe.eu,false,
2022-01-01 09:00:00,Italy,North Italy,IT-NO,189.72,241.09,63.42,38.51,entsoe.eu,false,
2022-01-01 10:00:00,Italy,North Italy,IT-NO,199.43,257.94,59.68,37.26,entsoe.eu,false,
2022-01-01 11:00:00,Italy,North Italy,IT-NO,207.48,266.44,58.57,38.57,entsoe.eu,false,
2022-01-01 12:00:00,Italy,North Italy,IT-NO,208.98,269.46,58.12,39.13,entsoe.eu,false,
2022-01-01 13:00:00,Italy,North Italy,IT-NO,193.71,250.77,61.9,37.17,entsoe.eu,false,
2022-01-01 14:00:00,Italy,North Italy,IT-NO,193.47,247.99,62.15,32.77,entsoe.eu,false,
2022-01-01 15:00:00,Italy,North Italy,IT-NO,211.44,270.03,58.52,32.26,entsoe.eu,false,
2022-01-01 16:00:00,Italy,North Italy,IT-NO,229.01,286.76,58.39,36.68,entsoe.eu,false,
2022-01-01 17:00:00,Italy,North Italy,IT-NO,239.1,295.84,58.7,39.63,entsoe.eu,false,
2022-01-01 18:00:00,Italy,North Italy,IT-NO,246.58,303.17,58.62,40.91,entsoe.eu,false,
2022-01-01 19:00:00,Italy,North Italy,IT-NO,253.26,312.08,56.4,38.61,entsoe.eu,false,
2022-01-01 20:00:00,Italy,North Italy,IT-NO,248.1,309.61,54.85,35.55,entsoe.eu,false,
2022-01-01 21:00:00,Italy,North Italy,IT-NO,242.91,307.14,51.91,31.28,entsoe.eu,false,
2022-01-01 22:00:00,Italy,North Italy,IT-NO,239.04,303.29,52.5,30.13,entsoe.eu,false,
2022-01-01 23:00:00,Italy,North Italy,IT-NO,213.75,273.95,58.08,30.87,entsoe.eu,false,
2022-01-02 00:00:00,Italy,North Italy,IT-NO,227.48,288.53,55.25,29.92,entsoe.eu,false,
2022-01-02 01:00:00,Italy,North Italy,IT-NO,226.76,287.56,55.3,29.97,entsoe.eu,false,
2022-01-02 02:00:00,Italy,North Italy,IT-NO,235.26,299.26,53.61,29.6,entsoe.eu,false,
2022-01-02 03:00:00,Italy,North Italy,IT-NO,241.91,306.97,51.85,28.68,entsoe.eu,false,
2022-01-02 04:00:00,Italy,North Italy,IT-NO,245.44,309.35,51.57,28.67,entsoe.eu,false,
2022-01-02 05:00:00,Italy,North Italy,IT-NO,240.75,305.09,52.12,28.79,entsoe.eu,false,
2022-01-02 06:00:00,Italy,North Italy,IT-NO,238.89,302.45,52.69,30.58,entsoe.eu,false,
2022-01-02 07:00:00,Italy,North Italy,IT-NO,230.22,293.69,54.47,33.1,entsoe.eu,false,
2022-01-02 08:00:00,Italy,North Italy,IT-NO,225.53,288.89,54.75,34.56,entsoe.eu,false,
2022-01-02 09:00:00,Italy,North Italy,IT-NO,222.53,288.54,55.27,37.56,entsoe.eu,false,
2022-01-02 10:00:00,Italy,North Italy,IT-NO,223.25,290.32,54.32,37.6,entsoe.eu,false,
2022-01-02 11:00:00,Italy,North Italy,IT-NO,223.72,290.23,54.5,38.53,entsoe.eu,false,
2022-01-02 12:00:00,Italy,North Italy,IT-NO,231.0,299.46,52.63,36.68,entsoe.eu,false,
2022-01-02 13:00:00,Italy,North Italy,IT-NO,228.68,295.84,53.88,34.7,entsoe.eu,false,
2022-01-02 14:00:00,Italy,North Italy,IT-NO,227.92,293.86,53.94,31.89,entsoe.eu,false,
2022-01-02 15:00:00,Italy,North Italy,IT-NO,221.13,283.74,56.63,33.8,entsoe.eu,false,
2022-01-02 16:00:00,Italy,North Italy,IT-NO,235.41,295.18,57.87,38.04,entsoe.eu,false,
2022-01-02 17:00:00,Italy,North Italy,IT-NO,238.84,299.22,57.11,37.83,entsoe.eu,false,
2022-01-02 18:00:00,Italy,North Italy,IT-NO,234.26,294.43,57.9,38.94,entsoe.eu,false,
2022-01-02 19:00:00,Italy,North Italy,IT-NO,230.18,290.41,57.9,38.67,entsoe.eu,false,
2022-01-02 20:00:00,Italy,North Italy,IT-NO,225.34,291.31,54.57,33.26,entsoe.eu,false,
2022-01-02 21:00:00,Italy,North Italy,IT-NO,216.73,278.3,57.29,34.75,entsoe.eu,false,
2022-01-02 22:00:00,Italy,North Italy,IT-NO,209.41,268.94,59.56,36.7,entsoe.eu,false,
2022-01-02 23:00:00,Italy,North Italy,IT-NO,225.06,287.0,55.81,32.17,entsoe.eu,false,
2022-01-03 00:00:00,Italy,North Italy,IT-NO,236.66,303.11,52.71,30.75,entsoe.eu,false,
2022-01-03 01:00:00,Italy,North Italy,IT-NO,243.6,312.57,51.5,30.74,entsoe.eu,false,
2022-01-03 02:00:00,Italy,North Italy,IT-NO,239.66,308.1,52.28,30.5,entsoe.eu,false,
2022-01-03 03:00:00,Italy,North Italy,IT-NO,242.61,309.53,51.84,30.58,entsoe.eu,false,
2022-01-03 04:00:00,Italy,North Italy,IT-NO,236.36,302.53,53.53,31.87,entsoe.eu,false,
2022-01-03 05:00:00,Italy,North Italy,IT-NO,254.84,324.97,48.79,29.53,entsoe.eu,false,
2022-01-03 06:00:00,Italy,North Italy,IT-NO,266.67,338.42,46.0,28.7,entsoe.eu,false,
2022-01-03 07:00:00,Italy,North Italy,IT-NO,267.78,338.5,46.19,31.22,entsoe.eu,false,
2022-01-03 08:00:00,Italy,North Italy,IT-NO,267.49,339.04,46.23,33.12,entsoe.eu,false,
2022-01-03 09:00:00,Italy,North Italy,IT-NO,269.54,342.69,45.78,31.89,entsoe.eu,false,
2022-01-03 10:00:00,Italy,North Italy,IT-NO,271.6,345.89,45.06,31.07,entsoe.eu,false,
2022-01-03 11:00:00,Italy,North Italy,IT-NO,277.47,353.99,43.01,29.55,entsoe.eu,false,
2022-01-03 12:00:00,Italy,North Italy,IT-NO,269.82,345.03,44.53,29.6,entsoe.eu,false,
2022-01-03 13:00:00,Italy,North Italy,IT-NO,272.22,346.66,44.27,27.92,entsoe.eu,false,
2022-01-03 14:00:00,Italy,North Italy,IT-NO,270.0,341.76,46.43,29.1,entsoe.eu,false,
2022-01-03 15:00:00,Italy,North Italy,IT-NO,269.9,342.31,46.15,29.59,entsoe.eu,false,
2022-01-03 16:00:00,Italy,North Italy,IT-NO,260.03,329.67,48.82,35.52,entsoe.eu,false,
2022-01-03 17:00:00,Italy,North Italy,IT-NO,257.85,326.4,49.52,35.75,entsoe.eu,false,
2022-01-03 18:00:00,Italy,North Italy,IT-NO,266.21,337.27,47.27,32.66,entsoe.eu,false,
2022-01-03 19:00:00,Italy,North Italy,IT-NO,282.02,356.45,43.73,29.0,entsoe.eu,false,
2022-01-03 20:00:00,Italy,North Italy,IT-NO,273.55,344.66,46.5,28.04,entsoe.eu,false,
2022-01-03 21:00:00,Italy,North Italy,IT-NO,276.62,349.6,45.19,25.11,entsoe.eu,false,
2022-01-03 22:00:00,Italy,North Italy,IT-NO,270.56,341.46,47.04,25.97,entsoe.eu,false,
2022-01-03 23:00:00,Italy,North Italy,IT-NO,263.55,331.8,49.78,26.56,entsoe.eu,false,
2022-01-04 00:00:00,Italy,North Italy,IT-NO,249.88,315.22,52.34,26.48,entsoe.eu,false,
2022-01-04 01:00:00,Italy,North Italy,IT-NO,258.05,324.98,49.76,24.99,entsoe.eu,false,
2022-01-04 02:00:00,Italy,North Italy,IT-NO,267.55,338.03,46.92,23.87,entsoe.eu,false,
2022-01-04 03:00:00,Italy,North Italy,IT-NO,270.75,342.25,46.16,22.21,entsoe.eu,false,
2022-01-04 04:00:00,Italy,North Italy,IT-NO,272.42,344.57,45.71,21.15,entsoe.eu,false,
2022-01-04 05:00:00,Italy,North Italy,IT-NO,297.44,376.98,39.22,18.77,entsoe.eu,false,
2022-01-04 06:00:00,Italy,North Italy,IT-NO,302.4,384.45,37.77,21.25,entsoe.eu,false,
2022-01-04 07:00:00,Italy,North Italy,IT-NO,298.56,378.18,39.94,25.12,entsoe.eu,false,
2022-01-04 08:00:00,Italy,North Italy,IT-NO,296.36,375.68,40.26,26.25,entsoe.eu,false,
2022-01-04 09:00:00,Italy,North Italy,IT-NO,294.53,374.18,39.89,27.06,entsoe.eu,false,
2022-01-04 10:00:00,Italy,North Italy,IT-NO,300.55,379.16,40.46,28.95,entsoe.eu,false,
2022-01-04 11:00:00,Italy,North Italy,IT-NO,309.96,390.12,39.07,29.19,entsoe.eu,false,
2022-01-04 12:00:00,Italy,North Italy,IT-NO,306.54,385.5,39.72,29.37,entsoe.eu,false,
2022-01-04 13:00:00,Italy,North Italy,IT-NO,311.65,390.64,39.68,28.41,entsoe.eu,false,
2022-01-04 14:00:00,Italy,North Italy,IT-NO,310.65,390.29,39.05,25.52,entsoe.eu,false,
2022-01-04 15:00:00,Italy,North Italy,IT-NO,302.07,382.72,38.57,23.49,entsoe.eu,false,
2022-01-04 16:00:00,Italy,North Italy,IT-NO,285.21,360.2,43.09,28.98,entsoe.eu,false,
2022-01-04 17:00:00,Italy,North Italy,IT-NO,288.99,364.67,42.61,28.73,entsoe.eu,false,
2022-01-04 18:00:00,Italy,North Italy,IT-NO,299.45,377.51,40.39,26.43,entsoe.eu,false,
2022-01-04 19:00:00,Italy,North Italy,IT-NO,310.96,392.01,38.15,24.93,entsoe.eu,false,
2022-01-04 20:00:00,Italy,North Italy,IT-NO,317.34,398.4,37.21,23.11,entsoe.eu,false,
2022-01-04 21:00:00,Italy,North Italy,IT-NO,318.01,397.78,37.93,23.03,entsoe.eu,false,
2022-01-04 22:00:00,Italy,North Italy,IT-NO,287.36,359.56,45.19,26.92,entsoe.eu,false,
2022-01-04 23:00:00,Italy,North Italy,IT-NO,271.39,341.36,48.02,27.45,entsoe.eu,false,
2022-01-05 00:00:00,Italy,North Italy,IT-NO,264.82,333.52,48.54,27.32,entsoe.eu,false,
2022-01-05 01:00:00,Italy,North Italy,IT-NO,262.78,332.86,48.39,28.66,entsoe.eu,false,
2022-01-05 02:00:00,Italy,North Italy,IT-NO,258.56,323.86,50.24,30.15,entsoe.eu,false,
2022-01-05 03:00:00,Italy,North Italy,IT-NO,258.72,323.57,50.41,29.93,entsoe.eu,false,
2022-01-05 04:00:00,Italy,North Italy,IT-NO,280.9,351.55,45.99,28.02,entsoe.eu,false,
2022-01-05 05:00:00,Italy,North Italy,IT-NO,270.68,339.65,47.89,28.63,entsoe.eu,false,
2022-01-05 06:00:00,Italy,North Italy,IT-NO,287.96,360.63,42.93,27.82,entsoe.eu,false,
2022-01-05 07:00:00,Italy,North Italy,IT-NO,276.57,346.1,46.03,33.26,entsoe.eu,false,
2022-01-05 08:00:00,Italy,North Italy,IT-NO,275.75,345.07,46.82,35.41,entsoe.eu,false,
2022-01-05 09:00:00,Italy,North Italy,IT-NO,274.28,343.61,46.62,34.52,entsoe.eu,false,
2022-01-05 10:00:00,Italy,North Italy,IT-NO,271.01,343.09,45.41,32.46,entsoe.eu,false,
2022-01-05 11:00:00,Italy,North Italy,IT-NO,278.68,353.78,43.27,31.17,entsoe.eu,false,
2022-01-05 12:00:00,Italy,North Italy,IT-NO,272.66,345.62,44.72,31.05,entsoe.eu,false,
2022-01-05 13:00:00,Italy,North Italy,IT-NO,279.95,354.19,43.38,29.56,entsoe.eu,false,
2022-01-05 14:00:00,Italy,North Italy,IT-NO,282.49,353.52,44.61,30.39,entsoe.eu,false,
2022-01-05 15:00:00,Italy,North Italy,IT-NO,275.51,346.76,45.93,32.26,entsoe.eu,false,
2022-01-05 16:00:00,Italy,North Italy,IT-NO,276.72,347.23,46.24,35.62,entsoe.eu,false,
2022-01-05 17:00:00,Italy,North Italy,IT-NO,280.0,350.61,45.54,36.9,entsoe.eu,false,
2022-01-05 18:00:00,Italy,North Italy,IT-NO,283.67,354.53,44.78,35.98,entsoe.eu,false,
2022-01-05 19:00:00,Italy,North Italy,IT-NO,306.51,384.35,38.87,29.88,entsoe.eu,false,
2022-01-05 20:00:00,Italy,North Italy,IT-NO,300.45,377.42,39.42,27.92,entsoe.eu,false,
2022-01-05 21:00:00,Italy,North Italy,IT-NO,313.73,394.15,36.52,28.65,entsoe.eu,false,
2022-01-05 22:00:00,Italy,North Italy,IT-NO,345.94,434.44,28.85,26.65,entsoe.eu,false,
2022-01-05 23:00:00,Italy,North Italy,IT-NO,338.27,424.29,31.57,29.79,entsoe.eu,false,
2022-01-06 00:00:00,Italy,North Italy,IT-NO,335.76,420.07,32.97,31.01,entsoe.eu,false,
2022-01-06 01:00:00,Italy,North Italy,IT-NO,337.43,416.48,34.5,31.56,entsoe.eu,false,
2022-01-06 02:00:00,Italy,North Italy,IT-NO,328.23,405.45,37.53,32.51,entsoe.eu,false,
2022-01-06 03:00:00,Italy,North Italy,IT-NO,319.3,393.07,40.21,32.76,entsoe.eu,false,
2022-01-06 04:00:00,Italy,North Italy,IT-NO,348.47,430.95,31.11,25.81,entsoe.eu,false,
2022-01-06 05:00:00,Italy,North Italy,IT-NO,332.18,409.77,35.27,27.16,entsoe.eu,false,
2022-01-06 06:00:00,Italy,North Italy,IT-NO,339.64,420.49,33.2,30.36,entsoe.eu,false,
2022-01-06 07:00:00,Italy,North Italy,IT-NO,327.63,406.82,35.92,34.54,entsoe.eu,false,
2022-01-06 08:00:00,Italy,North Italy,IT-NO,309.47,382.91,41.11,39.77,entsoe.eu,false,
2022-01-06 09:00:00,Italy,North Italy,IT-NO,311.56,386.23,40.32,38.71,entsoe.eu,false,
2022-01-06 10:00:00,Italy,North Italy,IT-NO,309.36,385.78,38.17,35.52,entsoe.eu,false,
2022-01-06 11:00:00,Italy,North Italy,IT-NO,321.3,402.87,34.11,32.06,entsoe.eu,false,
2022-01-06 12:00:00,Italy,North Italy,IT-NO,317.96,399.58,34.45,30.46,entsoe.eu,false,
2022-01-06 13:00:00,Italy,North Italy,IT-NO,331.0,415.53,31.75,27.41,entsoe.eu,false,
2022-01-06 14:00:00,Italy,North Italy,IT-NO,357.64,447.34,26.36,23.22,entsoe.eu,false,
2022-01-06 15:00:00,Italy,North Italy,IT-NO,372.21,462.8,25.05,23.06,entsoe.eu,false,
2022-01-06 16:00:00,Italy,North Italy,IT-NO,326.09,407.31,34.6,31.05,entsoe.eu,false,
2022-01-06 17:00:00,Italy,North Italy,IT-NO,296.06,371.24,40.29,35.71,entsoe.eu,false,
2022-01-06 18:00:00,Italy,North Italy,IT-NO,304.89,380.78,39.75,33.38,entsoe.eu,false,
2022-01-06 19:00:00,Italy,North Italy,IT-NO,324.83,408.97,34.3,26.3,entsoe.eu,false,
2022-01-06 20:00:00,Italy,North Italy,IT-NO,332.38,417.91,32.92,23.36,entsoe.eu,false,
2022-01-06 21:00:00,Italy,North Italy,IT-NO,320.59,401.81,36.66,24.99,entsoe.eu,false,
2022-01-06 22:00:00,Italy,North Italy,IT-NO,325.58,408.25,35.04,23.31,entsoe.eu,false,
2022-01-06 23:00:00,Italy,North Italy,IT-NO,324.08,404.98,36.42,22.93,entsoe.eu,false,
2022-01-07 00:00:00,Italy,North Italy,IT-NO,323.6,401.81,36.54,21.62,entsoe.eu,false,
2022-01-07 01:00:00,Italy,North Italy,IT-NO,319.13,397.54,37.65,22.34,entsoe.eu,false,
2022-01-07 02:00:00,Italy,North Italy,IT-NO,319.94,398.32,38.12,25.01,entsoe.eu,false,
2022-01-07 03:00:00,Italy,North Italy,IT-NO,313.5,389.88,40.12,25.89,entsoe.eu,false,
2022-01-07 04:00:00,Italy,North Italy,IT-NO,307.63,383.69,41.05,25.82,entsoe.eu,false,
2022-01-07 05:00:00,Italy,North Italy,IT-NO,306.5,384.76,40.41,25.88,entsoe.eu,false,
2022-01-07 06:00:00,Italy,North Italy,IT-NO,326.88,411.01,35.27,24.91,entsoe.eu,false,
2022-01-07 07:00:00,Italy,North Italy,IT-NO,303.82,380.91,41.43,30.99,entsoe.eu,false,
2022-01-07 08:00:00,Italy,North Italy,IT-NO,294.13,369.56,42.87,34.16,entsoe.eu,false,
2022-01-07 09:00:00,Italy,North Italy,IT-NO,278.85,353.7,44.38,36.5,entsoe.eu,false,
2022-01-07 10:00:00,Italy,North Italy,IT-NO,276.06,351.34,44.26,35.1,entsoe.eu,false,
2022-01-07 11:00:00,Italy,North Italy,IT-NO,278.45,355.49,42.98,33.96,entsoe.eu,false,
2022-01-07 12:00:00,Italy,North Italy,IT-NO,269.89,343.46,46.05,34.39,entsoe.eu,false,
2022-01-07 13:00:00,Italy,North Italy,IT-NO,283.71,359.88,43.15,30.41,entsoe.eu,false,
2022-01-07 14:00:00,Italy,North Italy,IT-NO,300.26,379.75,39.47,26.39,entsoe.eu,false,
2022-01-07 15:00:00,Italy,North Italy,IT-NO,305.91,387.33,37.33,25.5,entsoe.eu,false,
2022-01-07 16:00:00,Italy,North Italy,IT-NO,282.37,357.03,43.72,32.09,entsoe.eu,false,
2022-01-07 17:00:00,Italy,North Italy,IT-NO,278.34,350.95,45.43,35.01,entsoe.eu,false,
2022-01-07 18:00:00,Italy,North Italy,IT-NO,285.65,358.73,44.98,34.36,entsoe.eu,false,
2022-01-07 19:00:00,Italy,North Italy,IT-NO,302.5,379.08,41.19,30.17,entsoe.eu,false,
2022-01-07 20:00:00,Italy,North Italy,IT-NO,316.33,396.43,38.3,25.0,entsoe.eu,false,
2022-01-07 21:00:00,Italy,North Italy,IT-NO,312.55,392.16,39.37,24.05,entsoe.eu,false,
2022-01-07 22:00:00,Italy,North Italy,IT-NO,320.41,400.59,38.36,24.0,entsoe.eu,false,
2022-01-07 23:00:00,Italy,North Italy,IT-NO,302.9,377.17,43.59,25.91,entsoe.eu,false,
2022-01-08 00:00:00,Italy,North Italy,IT-NO,318.89,396.98,40.11,23.45,entsoe.eu,false,
2022-01-08 01:00:00,Italy,North Italy,IT-NO,317.92,393.64,42.09,24.74,entsoe.eu,false,
2022-01-08 02:00:00,Italy,North Italy,IT-NO,324.82,401.31,40.33,24.23,entsoe.eu,false,
2022-01-08 03:00:00,Italy,North Italy,IT-NO,321.9,398.05,40.84,24.04,entsoe.eu,false,
2022-01-08 04:00:00,Italy,North Italy,IT-NO,318.71,396.36,40.77,23.54,entsoe.eu,false,
2022-01-08 05:00:00,Italy,North Italy,IT-NO,312.78,388.22,42.24,24.31,entsoe.eu,false,
2022-01-08 06:00:00,Italy,North Italy,IT-NO,316.23,394.69,40.19,26.46,entsoe.eu,false,
2022-01-08 07:00:00,Italy,North Italy,IT-NO,310.03,386.56,42.48,29.66,entsoe.eu,false,
2022-01-08 08:00:00,Italy,North Italy,IT-NO,289.8,364.12,44.98,31.36,entsoe.eu,false,
2022-01-08 09:00:00,Italy,North Italy,IT-NO,277.02,351.1,46.38,33.9,entsoe.eu,false,
2022-01-08 10:00:00,Italy,North Italy,IT-NO,265.03,337.54,48.27,34.92,entsoe.eu,false,
2022-01-08 11:00:00,Italy,North Italy,IT-NO,276.52,352.48,44.96,32.92,entsoe.eu,false,
2022-01-08 12:00:00,Italy,North Italy,IT-NO,272.92,347.99,46.1,33.37,entsoe.eu,false,
2022-01-08 13:00:00,Italy,North Italy,IT-NO,283.57,359.29,44.57,30.2,entsoe.eu,false,
2022-01-08 14:00:00,Italy,North Italy,IT-NO,306.55,386.7,39.22,24.2,entsoe.eu,false,
2022-01-08 15:00:00,Italy,North Italy,IT-NO,311.47,392.66,38.08,24.43,entsoe.eu,false,
2022-01-08 16:00:00,Italy,North Italy,IT-NO,288.85,364.83,42.67,29.51,entsoe.eu,false,
2022-01-08 17:00:00,Italy,North Italy,IT-NO,282.7,357.3,44.05,31.36,entsoe.eu,false,
2022-01-08 18:00:00,Italy,North Italy,IT-NO,280.61,354.66,44.42,31.2,entsoe.eu,false,
2022-01-08 19:00:00,Italy,North Italy,IT-NO,288.53,365.43,41.91,28.77,entsoe.eu,false,
2022-01-08 20:00:00,Italy,North Italy,IT-NO,296.85,375.31,40.32,24.88,entsoe.eu,false,
2022-01-08 21:00:00,Italy,North Italy,IT-NO,304.03,384.39,38.4,22.36,entsoe.eu,false,
2022-01-08 22:00:00,Italy,North Italy,IT-NO,291.34,366.02,42.57,26.12,entsoe.eu,false,
2022-01-08 23:00:00,Italy,North Italy,IT-NO,293.27,370.29,41.67,23.97,entsoe.eu,false,
2022-01-09 00:00:00,Italy,North Italy,IT-NO,289.73,365.6,42.4,24.27,entsoe.eu,false,
2022-01-09 01:00:00,Italy,North Italy,IT-NO,281.23,355.03,44.68,24.48,entsoe.eu,false,
2022-01-09 02:00:00,Italy,North Italy,IT-NO,275.86,349.06,45.73,24.67,entsoe.eu,false,
2022-01-09 03:00:00,Italy,North Italy,IT-NO,280.13,354.68,44.63,24.27,entsoe.eu,false,
2022-01-09 04:00:00,Italy,North Italy,IT-NO,274.3,348.03,45.49,24.44,entsoe.eu,false,
2022-01-09 05:00:00,Italy,North Italy,IT-NO,277.9,352.16,44.63,22.91,entsoe.eu,false,
2022-01-09 06:00:00,Italy,North Italy,IT-NO,272.56,342.34,46.71,24.15,entsoe.eu,false,
2022-01-09 07:00:00,Italy,North Italy,IT-NO,280.07,350.09,47.39,28.95,entsoe.eu,false,
2022-01-09 08:00:00,Italy,North Italy,IT-NO,292.38,366.0,44.52,28.11,entsoe.eu,false,
2022-01-09 09:00:00,Italy,North Italy,IT-NO,290.46,364.6,44.25,31.43,entsoe.eu,false,
2022-01-09 10:00:00,Italy,North Italy,IT-NO,268.4,339.22,48.37,37.57,entsoe.eu,false,
2022-01-09 11:00:00,Italy,North Italy,IT-NO,261.55,331.28,49.28,37.54,entsoe.eu,false,
2022-01-09 12:00:00,Italy,North Italy,IT-NO,261.02,332.48,48.12,35.54,entsoe.eu,false,
2022-01-09 13:00:00,Italy,North Italy,IT-NO,270.17,341.47,47.6,34.87,entsoe.eu,false,
2022-01-09 14:00:00,Italy,North Italy,IT-NO,293.19,368.42,43.6,31.51,entsoe.eu,false,
2022-01-09 15:00:00,Italy,North Italy,IT-NO,292.13,368.23,42.79,27.67,entsoe.eu,false,
2022-01-09 16:00:00,Italy,North Italy,IT-NO,285.4,359.02,44.58,29.98,entsoe.eu,false,
2022-01-09 17:00:00,Italy,North Italy,IT-NO,279.88,351.25,46.3,32.6,entsoe.eu,false,
2022-01-09 18:00:00,Italy,North Italy,IT-NO,281.37,352.61,46.0,31.72,entsoe.eu,false,
2022-01-09 19:00:00,Italy,North Italy,IT-NO,293.84,366.81,43.66,28.66,entsoe.eu,false,
2022-01-09 20:00:00,Italy,North Italy,IT-NO,312.03,389.85,39.1,23.82,entsoe.eu,false,
2022-01-09 21:00:00,Italy,North Italy,IT-NO,315.09,394.48,38.07,21.46,entsoe.eu,false,
2022-01-09 22:00:00,Italy,North Italy,IT-NO,327.83,411.83,34.28,19.07,entsoe.eu,false,
2022-01-09 23:00:00,Italy,North Italy,IT-NO,319.18,400.55,37.32,22.4,entsoe.eu,false,
2022-01-10 00:00:00,Italy,North Italy,IT-NO,328.94,412.76,34.84,22.08,entsoe.eu,false,
2022-01-10 01:00:00,Italy,North Italy,IT-NO,347.47,435.01,29.96,21.89,entsoe.eu,false,
2022-01-10 02:00:00,Italy,North Italy,IT-NO,327.88,407.74,34.83,21.85,entsoe.eu,false,
2022-01-10 03:00:00,Italy,North Italy,IT-NO,313.28,392.31,37.57,21.22,entsoe.eu,false,
2022-01-10 04:00:00,Italy,North Italy,IT-NO,326.12,409.91,34.16,17.67,entsoe.eu,false,
2022-01-10 05:00:00,Italy,North Italy,IT-NO,350.59,442.58,26.33,15.21,entsoe.eu,false,
2022-01-10 06:00:00,Italy,North Italy,IT-NO,349.41,440.73,27.44,19.81,entsoe.eu,false,
2022-01-10 07:00:00,Italy,North Italy,IT-NO,330.22,414.46,31.6,24.88,entsoe.eu,false,
2022-01-10 08:00:00,Italy,North Italy,IT-NO,323.91,408.89,32.03,25.68,entsoe.eu,false,
2022-01-10 09:00:00,Italy,North Italy,IT-NO,327.21,414.17,30.59,23.97,entsoe.eu,false,
2022-01-10 10:00:00,Italy,North Italy,IT-NO,323.9,409.77,31.28,24.73,entsoe.eu,false,
2022-01-10 11:00:00,Italy,North Italy,IT-NO,334.92,423.66,29.11,22.63,entsoe.eu,false,
2022-01-10 12:00:00,Italy,North Italy,IT-NO,329.29,418.04,29.69,23.16,entsoe.eu,false,
2022-01-10 13:00:00,Italy,North Italy,IT-NO,327.39,415.27,30.0,21.8,entsoe.eu,false,
2022-01-10 14:00:00,Italy,North Italy,IT-NO,319.82,407.48,31.23,21.44,entsoe.eu,false,
2022-01-10 15:00:00,Italy,North Italy,IT-NO,331.98,421.87,29.1,20.56,entsoe.eu,false,
2022-01-10 16:00:00,Italy,North Italy,IT-NO,325.9,414.89,29.95,22.35,entsoe.eu,false,
2022-01-10 17:00:00,Italy,North Italy,IT-NO,334.4,423.34,29.15,22.92,entsoe.eu,false,
2022-01-10 18:00:00,Italy,North Italy,IT-NO,340.47,431.62,26.88,20.51,entsoe.eu,false,
2022-01-10 19:00:00,Italy,North Italy,IT-NO,359.96,455.53,22.94,17.26,entsoe.eu,false,
2022-01-10 20:00:00,Italy,North Italy,IT-NO,380.03,481.98,17.63,13.25,entsoe.eu,false,
2022-01-10 21:00:00,Italy,North Italy,IT-NO,370.54,469.03,20.58,14.26,entsoe.eu,false,
2022-01-10 22:00:00,Italy,North Italy,IT-NO,353.47,444.01,26.76,16.98,entsoe.eu,false,
2022-01-10 23:00:00,Italy,North Italy,IT-NO,355.32,446.19,26.29,18.52,entsoe.eu,false,
2022-01-11 00:00:00,Italy,North Italy,IT-NO,356.02,448.64,26.29,20.22,entsoe.eu,false,
2022-01-11 01:00:00,Italy,North Italy,IT-NO,337.01,422.16,32.65,22.19,entsoe.eu,false,
2022-01-11 02:00:00,Italy,North Italy,IT-NO,338.79,424.9,32.01,22.26,entsoe.eu,false,
2022-01-11 03:00:00,Italy,North Italy,IT-NO,335.59,420.63,32.39,21.01,entsoe.eu,false,
2022-01-11 04:00:00,Italy,North Italy,IT-NO,354.4,446.33,26.29,18.2,entsoe.eu,false,
2022-01-11 05:00:00,Italy,North Italy,IT-NO,367.53,465.42,21.43,14.86,entsoe.eu,false,
2022-01-11 06:00:00,Italy,North Italy,IT-NO,361.48,457.48,23.27,18.48,entsoe.eu,false,
2022-01-11 07:00:00,Italy,North Italy,IT-NO,333.63,422.65,29.74,24.65,entsoe.eu,false,
2022-01-11 08:00:00,Italy,North Italy,IT-NO,324.83,411.55,31.62,26.46,entsoe.eu,false,
2022-01-11 09:00:00,Italy,North Italy,IT-NO,321.36,408.58,31.85,26.8,entsoe.eu,false,
2022-01-11 10:00:00,Italy,North Italy,IT-NO,319.49,407.53,31.75,26.65,entsoe.eu,false,
2022-01-11 11:00:00,Italy,North Italy,IT-NO,326.64,419.31,28.9,25.96,entsoe.eu,false,
